per,ncli,nd,mttr,nticket
3,1b4738fc785387f737660bb8de8a82c7,1ef63edadae5caa483115b7fa4b0b797,3.79,1
6,cf4c0b9c483c3e39035cb316e38a7436,10d1174f8165c070a5445d2e5f4b735e,6.93,1
3,f478d0049a6c10e56620dbd6c5c95e88,89cd2868d4b9cac2c7f42c1dbae31af0,0.78,1
2,ae5a487bdce2d05c8bd75be0a85df5a0,dd4d0e732d2f6d62af9add837ae1d005,2.89,1
6,3d388d6e87d082ff41594b490f8e1fc3,4f4cefebf7ba2fb84149eca9a5b28a22,226.69,2
3,05640c3a426753d47871dd69e54a1169,64f4a957cf32b5e24096dda5bea7525b,0.98,1
5,9f49d083e9a67607bdea2a2fd24782d2,796669b50aa9122531c29f9e3ca36bb8,14.15,1
7,adb89188cf8e62f8ea748da99f508377,46d9741ef28962006aa0c8e0101d7140,6.49,1
5,de1c05c2623eaace3bbf0b259b7c8a0b,bf4a4173a48a4f82ec874eaa4354f07a,2.05,1
4,52c1e10ecbb46522108416b09a943f64,194f2e1d722480bc06e0c0efe8c4145c,0.76,1
2,3493d9bfe19d6ce95bc5c84386cd95a9,d9011bfdd80412c65ff0fa6da3d78e47,0.135,2
2,e332494903321cdc5058d56de9c1073e,2f274c962907bcc7739e850d1b51170b,10.72,1
6,faca63160d5d5b562979cc8ec57c293c,de6417141aae6e8da4da161a7e3680e5,2.88,1
7,b07c3f598846e69ecf14b852264be032,ce4dd95ad4c47a2aae2074aaa99f3bf5,4.33,1
2,3b49a35e9fd93d03fd82991872b829bb,a4c0126d0a3f16dd6e99c5e01a5266d2,44.47,1
2,1f31ffb946d8f011a52a90428502cba3,2e820ea0d5f65c8106c76c590e9fe57e,14.41,1
6,c1306d5c8aecfa39a9a67114a55beda9,52a16e65784534a0c012ebfbebc57bc6,6.4575,4
6,4f3264f516625d202d44ac2df48951a8,5e37b716c4a8985fe59adb66886766ff,1.45,1
4,018a2aea4c7038823888e7b82d6b2d3b,c7c6b6cda0329a9c9763f87304d6e5fc,12.9,1
5,d066c6ade7f614e82363f6f5c7bb1af5,b201fe862b5ac7bbc9e6da09a21dc8ca,8.72,1
7,eda2d3fad890a71b9540e9b002c31172,24ce0f6588b61ccd2e06c0f5b15ccfb2,25.27,1
5,f69cbdb9b146dfcc8127bde4ffb7f878,060bf9c99855444457a390e13b6f561e,0.17,1
5,d40675363fd812fd45a0968cbdfc2108,1a64cc960d881674a923815b1d571f28,23.05,1
3,9526a34cb864a1d7d428e562ec52cb7f,04066becd35ff72e6b317ccd00ab12fb,4.97,2
7,8ba174f5b3a00f2d2280012230d4f90f,28647c74c8f87c63b4d59c6183641731,7.27,1
6,f0c61569015a02a16446ccf8c83f5252,1481b2984f4c66878a1b5bfed98807dd,1.31,1
3,047b320ec5d88c4d4cb8e04dca05cf5c,6ddffaa87cbe7533ba971965e736897b,0.75,1
2,d51c5225525679ad5bea25065051e22d,7e2dc00d2881654e94500271bd405595,0.0,1
3,8942150f600c2bd9b0fa4d66db2e35a0,af04670672086022ee948741d470d5cf,16.23,1
3,d3a1c322b91a74cdbff8d55b6775a01a,bddbf69f3fce48274b3fa70c2054c559,28.04,1
7,a440c494f02915eaa71bf4add913f6e4,4e24fd491cc6a2cfd2927969ebfffb73,3.715,2
2,1c086b9cb089df72f0bd3b9f968388de,dcf3376087e4335d73d64f32b7be5491,0.185,2
4,42bd4d43fb97ee3ad75bf34fde4d9e66,23131f4d0a2bd019ccbc9822617f3067,0.0,1
7,00ae906d029ead573fb24b04bfd0014c,dad0127123214c9a3f701d70f4cb4b50,36.41,1
5,9c5ef8c41a4fd3eeb9c82e01598b3a19,b0c8c07c45a084d4f60e6c4b11d42721,36.05,1
3,38815af332f579c04bb28a6ced651614,ec5d5feff3ed3f635daf44af84b155fc,6.56,2
2,685f235f85f0e497ba65e73586eea182,7bc76a1b7404edd8a5f344d989477794,7.33,2
6,5559ff5917bb16ed4bbbb6961e08d4ff,f8110d7ab880f2e40d516882807f187d,0.19,1
6,2c6294e2e75000a359252a57eda6e293,a15539672e5d3e76a0fd9f7846f16e91,74.49,1
5,72e147dd6a7dce3a9024c56fa382c063,3b09f8747eb35785636aa9b45fa97a42,0.87,1
5,35aa3dda4311cbb5354aaf26fbc12051,9108973581c944346308585b91254efa,2.47,1
2,4927f55f5d8dc9a3670752bf674bddce,2615d56cc5586fd2ce087ad44322386d,0.45,1
3,5743f9f8fb701949ab069ffbe18d01e6,8cbdf24ffecd6c90fc7b67e408eeb6cd,0.0,1
7,7bf1f79322606c07f011a4a73d5e44a6,6f5b1a2381726f56474dbb953bce2e5e,3.02,1
4,bb43a64294ff9882c1e46401431dcb08,a44167b1a119952f990c4d93ec8572c8,2.915,2
3,9245b786f02536ebe96c802b5e5e3dd2,f30a0672ee13a05072c244b6923de500,0.0,2
4,ad0555ad7c524bcdb60c2afb10bf0e65,47f4053de8bf3cb05d7d3d7f92f6f18e,0.0,1
7,1bcc6dbf3f8afc2243a769db3c2f567c,8558b8ba518f5580e7e573d93c6322a8,0.78,1
4,e888775977a9753e016735482e575aec,4786d63af92e9f5cba38265f65f07747,4.43,1
6,ed4fac273030de72c8aac755e0c6ce8b,961455bafda82503e76440be72595872,2.03,1
4,f100fa92a6264a470f84114f18f8c3ef,f31d78d7de0bba147af91a8e9c9582c9,33.99,1
3,cd2bbe45271aba5f4f4434b26b9805a7,94ef59de116e838b9a8507a78faa9545,0.0,1
3,933fff17ed9982255e1cf3e17829b5e6,398adb9368455e5aa013afdfcbd381d9,3.1,1
4,f400f46f7140a3ba54bf386de148ccf7,ac3a147968b010002c5d2970ed191953,19.26,1
5,2d6ed39ec309a8f73e991d9c43fe8cfd,9d298890010bed982e6035c64f1faa77,28.72,1
2,4bcbc1bc98ad2a3df766aaace4abf50b,a5c99cc07bd43508b1869e3f43079d63,4.7,1
4,94da26e2031aad1755c75044fea8ec82,a9028f68b42f79e087c6ac709ab5d928,3.05,1
3,4a963b2e25d3bd48206b26a0455e32c1,a130b25ef09b87a7dcae5a8bde51ed60,1.35,1
3,b55cc03ee074f17dbf0d4455732f61ae,e2adfd509f3d4dc8fd0e347cc030b942,0.12,1
4,92a881cc2e1cfcaf1346c01d0dfc6231,9bba0febc0798ade25bebf57302bd58f,11.25,2
3,69a9b5a9f2959702cac94c92153cddf3,864d12dfa77c0a78bbd78f0f40840206,2.223333,3
2,8e7e1faa1cfda8b930087c7a2646ed00,a5555e072643088146b61714ca959945,18.52,2
3,0eb44dd2fc5246018f85fd0663e0f0cd,c8defd0d53522b965b72b00dd2b19226,1.05,1
5,e490d9b22536d9eb3fa3277e92ecbcd8,ce0bd5239fe664e01bc3b1e75113cde4,2.235,2
7,a428d4691f8c78f4c0292d7c49302174,5e7a3400816d098793db40d7cc1db35a,6.32,1
5,22e28e35860582947c7a3e1a0e4f42fa,c379b31248970a459d0de0ee4ab22933,5.2,1
6,2badba691f22b5db2bcc94914a6ebcc2,c7ad22a47eeaecd555c40de6d0f3f69d,3.62,1
2,f788134cf492bc869895dd70995dc9da,505fb10396612c8939f9abe256ccfeae,0.0,1
6,243187e9b2d34ece653d95e15c08ba0d,e4e1238d4208b2246884769b078488e1,20.71,1
3,1d78d1b5dbf8c6eb114096933eb493d3,a645c9049dd91a246a94b5c553075249,22.35,1
2,d94040e359c86388ece5691bd0d98dc5,eefda781c1c063b24ac02ae552636a2d,1.28,1
5,255e3f037eb6b6ad95aa8fcac3b30ccb,a13ee6394a37fcb6592e33d9e23a79ee,1.8,1
5,ee9a1f2899535d66d3dd91847e5cf51e,2de334638c3d4e76098b65993a920bfd,171.35,1
3,b3be447dc521443a3d834c30258ce309,e24e6ade4926bb443651d996b54256fc,2.23,1
2,de725fa143e53ba98cc252c165014d1d,36f4ec4b0d6163022fc7c19ae42b2230,15.61,1
5,c10d80e30b755eeb3565d5971bc2a12f,334003d40ee2e4b32a75d7c3357f7790,2.79,2
3,1d8064b8c3ca9377d9f1d6ee5a555d64,b863cb6186dd5c2e2d99ce425728a35e,4.0,1
5,a330dc7b7a584ab508fda718f5c10022,c2d28ca7cc8c7315d765358b7fcef1da,44.05,1
3,62087df978bec52efb378f032b7ad26a,c2195703526c302e6b739e19838871fb,0.03,1
5,637de21081916b0eed7875d601c05792,68411b492649810a5c299dfd8cf21008,2.62,1
5,238c1837a31530f2c7a5840f4e2a362d,ada0e8bf62f831ca0f3a99ae9c5e8294,1.145,2
3,ee49fb4836565e8b40ae21abebfaa169,07187873f3d00ef890e7326d0e52394f,3.89,1
6,1b3806154d1e48e7b1f5df7cb568e962,ffa907fffcf1b2c49190659d30626f34,6.9,1
3,9c542cad12cff66428878868b610d9ad,41b44718beec96bedd0cad62a2640191,1.45,1
6,95c2d7a330e25130be2dedaef9e5c33c,5a36e9f5045e8772df57e0e63e014172,1.11,1
2,cfdfa09a267fcf7d62d88174d7d2eb07,f76eb22e4e260e1fa3dc0bb6c1dab1ef,1.29,2
3,7f4792c8e2e733ea915c810a55027562,deede1fa22be6d9e2082760b8420291c,5.76,1
3,a45ec1c16b9c3b5eb04a976aa5f20b98,764e628ab73f92015fc99d8ee9266a82,0.34,2
5,69bc8526d1dcb99de399ef6f05b350e4,0863855d281714a2fc6543a7c415c117,23.51,1
7,b07e00997a880a442c69e3228a149f3f,0b0e481656c1dec9f2de781b840570d2,3.5,1
7,95412f0902f7ca27d8405f7469971364,43e2a2509ea6632b1afc1f8bc63e00a9,32.62,1
3,f834e20221d1ba283bda184f88661f94,dc33a11787b9697de8d5c85bb5ea62e7,19.2,1
2,96fcddcfd1524c7551ac5c63f92a3759,9ceea37cf231bb72d70c67372ff9eb49,0.05,1
6,66c376ad42a2a655d30bd7babf7ed040,91e2bdc2fa8efde76922a37a733e602f,69.55,1
4,e65b9ba97251b40d825ac15536419d37,5f65ddbcb9b8d6a5a7fc87dacb46f9c3,3.1,1
2,2ff9b506a4acf2da11e15c3c472fb589,2d31ce2d95c54a4dd83fd8206be645fb,0.0,1
5,3bdfea959d2049c8f3909d236dc62815,5b9b35b9088f9912c17f61b36d7c234c,1.76,1
3,cccd34c0f0b793425ecabbb8afac0490,8ebab938769bf3f2789c10600405a869,1.87,1
5,55f11e1e1bdecc18e0749272da14697e,7898b40a020bc31db76daac8944d892d,22.21,1
6,b8288accef8f455731b930cdd3a3dfe7,0bfd9b3351c1b583ab1dad03208664a0,2.65,1
7,0e2d928bacf501be495fbe5888eaf4f2,a07411f2b8e5c8fdfbe777510327d5cf,3.03,1
4,31ae6c964e18202b4062c4f81e29dcce,7081d875685e4a1b66b03727fcc7a643,0.28,1
2,753cd0ff8cfbfa508b0189229da4c3b0,ac04c2a263ae2158f2d07c9fe714c7df,3.59,1
4,f1a9bcd28014b86383b4001b14511c45,03f86b89d9166b9b4d9548864dae1650,15.85,1
7,4f3fed6660aa8a54e7c6c9a81fbdcc58,e642071c192c71cf8ab169452d0c51cb,1.08,1
6,3aecd92f5fa6e2a233307bc7cfb161d3,de2b5f1847ea2a2004d478da08670a60,0.85,1
3,8bc45c63ea9516291b5d6fe11328bbd1,3883ad6fa5e88ec362cc9c4749b4db99,1.17,1
6,52cf9eff01c707ac2b2984d27608d639,51b2b421df82258004b91ee3a3f6f468,14.32,1
4,cd13ba2c2cdd6aa65640c4c79658fb81,b89e41f187866d3085ebda9e43bd4a79,14.68,1
2,8608237efdb4341111a7ba1530c7e324,7c14f0cd84c76591000a578a3dc33635,1.15,1
7,bb3183c8fc0cf0a21b33b91068a1b4a8,cc11bd8983efd2d7731fd18e25f9d68c,0.52,1
5,fa1ab44cb072c118b0601717d06f5b74,6c527fd9a0286faf9ab511f1a70b5289,0.74,1
2,a8f6bb31d188e4bf8d4c3123c3165ae0,4c986f19cdf5d2905a7f2d52e03f192d,15.65,1
6,ee7869f0bffd4e22a1ccac458ca4a5d9,3569975b53178638aea0134cef01c13b,16.89,1
3,1f3de6e394d1e32c4b51d634e5481400,a11f511f52ffe8f4226ac0a3092b1aec,19.56,1
4,233e4cd9295ec7ba60fe3379f7d7f4aa,9ac018fc0d4ea65f44ca5d9e04c36751,3.17,1
4,bf27f7605420ab52616e8fbf39d8c47c,4ad19d689232d0dd936bd204eefc6848,12.97,1
5,36ba5c5c839e28eac9e3c9f278e5d270,1fa5c7397733b1e5445c767c0011fc2d,9.35,1
7,7de5fb2ad096a4a67153eb16f2644c32,6d561445bb7dcd2f864509f78efe0c4c,115.66,1
4,31fbed9c94538e071c1c9a1ee97437b8,fbeacce99aa5e15c1cc8006021b36c7a,2.07,1
4,55e71928cd9a6fca9da37787cca16248,be8976221542d3423454d25ac35bb87b,0.47,1
5,9dbb39b38da6a010bc55518abe4a92b2,dcc1c772bc2e48f0f9f3139633b7cf92,2.94,1
2,3a82ef486f9d6f46f7f13796c297d19d,fde7351c267fa5c753d723a3d3f21ece,3.92,1
7,00b0603646411d2b930ff772a8e45e73,aad38be44e7021835d7968b375e2c6d7,0.85,1
3,1a80385b78240f66aa7a5b049b74387f,fba875c645b759f847106bfc5f332d80,2.38,1
3,dac8d051684c1b7dd132887b0ff9ce15,db29ff885322365574f484c0acbdf810,0.0,1
7,fff01a99bfd608067ffb872354e963a8,aa5214f133011f169d83649c0999c985,2.41,1
6,efb49dc3b9f446af0d9c86bcfaf7f136,1d85c0182d0b1582f31f6437eef2d762,9.08,1
6,91c0df792f573637f00f8358694b28fa,0d3e3b4b32fbb7eb54de5331733180cd,1.53,1
7,d2f385f90410af67f75d41ba94ec68eb,b390009940579372c692466663ce3d7c,2.06,1
3,e5726421289a9eca092f4e7e55285aa6,ce30b32bd7aa9342f3ae6c300a21efb4,9.303333,3
2,150c6488e101430031531e8176f910aa,4a8444fec9cda864c6cd2a2a09c9993b,0.0,1
3,ba2d414430cbc60936aaf5e5c8c37b74,a979f73a1526ea82682715e98379d3b7,35.05,1
3,a88475a64dfdd0087b3ac433fda53a48,b22e1d69a39444da0fcb6f807ddc42bb,14.65,1
2,293445f26bceab0a2157898f44c5d820,c1828591dafda1cdb5736e73d312b288,9.42,2
6,9c863d92bbe9039c9f023b74ce4080b9,b63faca75da37ae01b697df0ccc8b292,57.88,1
4,78fd65569c175934c2e0bcfd29cdb5d6,b73826eb707865027142f5b40cc432aa,4.97,1
6,7ac426bd428a1d68883d21929d1b08a9,94f6c325322fd9e9ef5979799ed31175,1.36,1
2,9fe98b0f5f57d67ef0e3396996d0e5e9,737fd651f5c32a8c245ee5a6fdbd8f7f,14.25,1
2,3f6e40f9d0fa9f5bf93c5ad710d13091,4a2f5e2071f8c76c2ead1ca73434eacb,6.65,1
6,63073bde922ae0e7352bdb35e5b77b4e,ed84776253c94812625e7512178b9b38,12.59,1
2,8bd305d540acd484b0de93b45f393842,40211fadc8cd9865dac1d03dd65064aa,8.155,2
2,15a6ea4b55a71e51171ac88bc009bb22,8a6ce902409067308e5cdbf8ee2880ab,36.99,1
4,9bd7df36976b777ab25d3aba1e4a684b,bd8ad99b1c7bfbf69799c13d9aaeee16,8.955,4
3,b29cdf419b4a5199159195abd38e5f62,024d21f6f3b3117d143f0681ebc07e2b,0.0,1
7,f853e92b9d86aa2bea1d7996cf380f86,2c78c4a54899506a2a6b5ca5a015d62e,1.73,1
7,d8854b65659acaf622b7480bdfb316a1,7bfac83d8e1fcf31b7c8094cb286fac8,3.315,2
7,fb8d63d14774899982803b7ce6497852,7e4df37c58cab786160da7cf1794d67c,20.45,1
6,b0793bc6a8c26956677244f10d9601e9,13e2addaf560c1a220e59e62845c594a,15.89,1
6,3e02ec79ac6a5550df104151179eda01,4026bd7bed843d301383983dd9b29535,0.67,1
5,9a2f39e8459a7fb8015e316b7b5b7c10,c643a6c6f982954f0d7e7bb751805933,10.795,2
5,35292f6b89b019901d87c0997248a82d,5e31745937e386c262409a15754b0b8e,2.57,1
4,d5a7fa547b2ef080829ad2eb91980965,162db99a360fe6e3cfad77d1ef459dfb,0.3,1
5,3ec7386b726e7e13fd5caff82a0cb583,3023dae1425533c4a175d46b206c2e3a,17.2,1
5,6cbf011b341abc7a5ba48fee48c84986,6bab7b4c9f34facb8e097b62d57b56e1,1.22,1
3,9b7689af9903073904007ed244939723,20ef890b77f0ea2c83ee4186f6cfbec6,1.68,1
6,fc44cdb5d0137c00ed69f047ac1bc318,4b3c87298398121bd4320be6f7e99a9c,89.135,2
4,5c9a7051497ae7b313dbf88af6124c4b,738bd219e3ef12db3a0ef882ebe7b9fd,10.215,2
2,56f5a9727d09a5e502548519f02dd08a,75d3a542d90a646af43aab78c7d48aad,3.42,1
3,be2ff6ec3da784f3fef719c4c75cfc7f,41bbba38d432ddf96756eda112bf8369,2.53,1
7,aff04b482d2125371fcef34241b12a56,5a06507b1157cc4eb2d2ba90ee26ff67,21.95,1
3,d643ed7ace7c35a5c66aa3579ba0c72c,f0685b8ed4cdfca1172e1289c8f33c07,3.44,1
5,b983a0d5690632094ff9ad38c9ed7956,5ae1ed6fb8a043c01ce98e6c5565e31f,22.79,1
6,32084a73793b8c81e5915ea6ff1350f6,1a88294ba83a13507d48e298b4650a70,0.8,1
5,32d5137b651792004c7af18174da2104,a8ab82c2785e1f2ea64764d7d3b13bde,12.97,1
5,deac741fa60a1c91d3e888dc0f21e0b7,920c54399a829bcff511282080a73d82,2.15,1
7,1cda9c06de55e84df09bd4c35735dba9,769e64cec852f38c3201550bdea18049,0.77,1
5,a0a0e37de6d4be6e2ccc1aad49b304b8,e4bc0d8f724ae4016db4d7b4b4e78183,18.95,1
2,5a4eed7f0d99506a521cd476ace7e18d,d18b598e0ac94202733f4705c2824d4c,4.49,1
3,b1dca7ed6e51cc6c617edec8d4706716,82b6486e777bfcebde57e8f7adff9488,2.64,1
5,165b3f8c03774ccde4d6f6c3ff52e38e,3e02cde53ab8ee462c4923df90e3c9cc,1.23,1
7,045437b38432cee0506649fbed52406d,b0512a19d25923ea90bfff4e44797500,1.43,1
6,c8237e543deef841c51dbd172349044c,2db427f166b8ec31a611d209262d67b2,1.4,1
4,f02a9212fc07035974a09912ecb9de55,fb0f1f2f2f66560d6c85e3d6aec8c856,2.25,1
4,15f39f1255b19bfc06725f17cf6de000,54139801bb57fe8c991fc869b5598452,0.0,1
4,b05c5be0ca32af19d9945539a099e919,be3bfe1b091eb60f76749ec501ec08bd,7.05,1
2,7278521a478092acdf96800c203f6416,4af4ee1751aabe7ef20a2add3fc3f382,12.58,1
4,0e9612c10f10785f5327ae6f4f32c376,8b9ab26cc103f738a3c88467eba9b7f6,1.73,1
4,5b594f49f912d16365dcd52c33420eae,9a44ab0f71ad35969663a326bf188e5c,1.52,1
6,f9c7e0eed6664462dd9798a8efb84c49,bc592ea0042e39d5f624afaba06aba12,24.83,1
2,e358530532cb61929cd82a566c08fe9b,9d8078c718490b6a31499972dfc8ee80,2.34,4
2,09f12a34fd277d7b22112d8805586ff4,79e5bd8b693385d4381d8f54f4c53dd5,0.0,1
5,6cc1254e6238d74f367b40b732c72453,2e9dac56f98d0ca16f3844caeb909d9e,4.48,1
2,32809fab561379be11a25bd089e6c962,73c6acea563e4f16350e3bdfdc1aa2dc,16.28,1
3,0df95ec021e35ea176c51e7828516e95,7877e4ccd51dab341225adf732d818fb,1.0,2
4,c9b0697cb48da86e81456f280a2d4036,9b637798a186a53764f397728c03bd47,3.82,1
4,191bd51b8bdc02006d89ab69300bae37,ad60fb49d749b3524441fc8c56514b59,2.56,1
3,4a5b8a89bc45bbdaaae029cbffccf286,1336d03a20a9d4b8cc9bde202dc25291,14.07,1
2,472b0d3d28db0d1ea64fcf848003f5fb,49783f58d8b8e9fbbc765058d69f5e03,0.37,1
2,8e1461e25b79fb60de0c6b4d3f0b9b79,1e83c871cbb91560688d586697b3b617,12.35,1
5,fc28f02b23bd54425b34ae9f2b2821a7,8bc1b0ce0daf0338f67b6be67bb3be7c,2.79,1
4,13dd3801a404ffca52e10747608afd59,ef98ea31ef5b18e5828d3d5216ba1024,2.75,2
2,4a9ae00b3c10b8c30bc1382a7f142f1f,ddf6ac4f7a93bb6604f2328b9db72c53,0.06,2
3,122af227a653cd9db5f279077ea79587,2ecd6ed8b146337be39390e4baa57c21,2.32,1
3,db0e5443db27e71229b1a204d3cd3f32,02b5bf6262a382d10e1c566801713a01,10.203333,3
4,2588591b2dd73c5220b81b1fb9453102,e7abc82a620f64286581b7c2594aefec,23.78,1
5,3eb9c488c18e3a61e155fe39c256762c,271879cc13c95504ba20a0326a917c8f,3.1,1
3,f07af7dc821f810f570f07aaee81af2b,9c986ed4426f99e8f622b503cb3b0ffd,8.75,2
2,65d56a5d0156830cad28270fcd9046d2,b271f683a3ea9c21a837ceb8ef97417a,1.245,2
7,523a18016928451d137b6b660da35fe3,78c6e1041fd054bfc9dfc66e92a325b9,3.22,1
2,ab00892cecad5271de0dedb2f70fbfb8,3dc64d6cfccec71e94277b088b15f183,8.54,1
2,51c6f69f2ac8e1793abbbf49df7dd333,63a2f345798742cacdd0a3d00b17f43e,14.39,5
3,44d5dfcf85fdc2d241a848bd0b35c521,e80efe4bd9cd7f2afc8fffcbb2ea85b5,0.0,1
7,8b980def4078f962a8e7789cc3287045,9fe2fc00f42ba28bbe0f8349cbdb9d1c,4.11,1
3,a6b4f47a43864b94376d7ca357ceefd5,21faaa960fee804724cfbc549d30b6d2,2.5025,4
5,854b6b813c225860c026e9829fc3cb1e,073c782f7a9f85a5fb25e90df7966d48,7.88,1
3,e75634bbdff4cd13a88449714d506dd0,e273d09c7a81fde7053d3eb9c79726a0,0.02,1
3,50a6dd129a58a057d9b63e38e56564c9,566cca84a81c3027885917fdcfc1e20a,18.28,1
4,385b61c39031f4a82428a1c22f530d50,dd5616c231dccf39fea277d63b4db6be,0.0,1
7,9c68587979fe0a302a8330ff1bcf4836,a15eb1640e9f56733f5d5456aff313b1,1.245,2
5,b06c27f6bdef4cb0b9f459ca1950c45e,03ed43a3fe0d0f2acef788336e2439b8,2.75,1
6,3a7b9cb264e5e447ab564f2335ca82e8,aac28cd399ffbe8522b735a807593332,6.23,1
6,3fad56b758e5e627001ee11dbad92b85,4662966dc7e178ce7461670f70d4071f,3.79,2
7,a8908836e1684885c4239d350a411b99,237812dc7a8a830e6b55dcf2d244164d,1.96,1
3,8b0a9b8dafa4feb37550fc3de61bea0b,97c4db5c5b163cb0ab3e7479640b303d,0.0,1
2,aaa8b0061f4d5bc0d8573211e68fa181,d9011441b50de4ea6882d5fd47cf0506,20.88,1
6,10e22d1a00a59b0f840526305d10594d,d9f2d90549485fdd0bf5310bbe570299,1.65,1
6,234a76a9238bfc02b0c507d0ea1886ae,25b09ec5a78e4c805e28b046f0736176,2.08,1
3,50f73ad841b744ee5f207eba3f3639f8,48f6f1d7ff82010d0332c7658de0cf48,0.0,1
7,de87333ed91e7588ce091590c464b99a,33503b066a1813cd2cb8cf695dea1d30,20.83,1
6,78c0b30586009e82cfca34e260cc1cf5,2c8498614fb1a575fc8f0a7cf83cc24d,3.03,1
5,50245cc8674ff0cd10af7aa9691c98e5,01f2c960132fd49c47186dfb8a78ca31,13.2,1
5,c50cb0e14b567f4a61cfb6f88edda0cb,c9e6ce5d935d47876e39e6f88d6d7f5e,19.465,2
2,eb3920044f8cc22722f54eaa0a913fc7,7418cbcbeaca2b9399d754a61159ebd3,4.1,1
5,f12878e1979525b0631459a523fb9765,b8f5dcf8012987ca0f8ec70b410c02d4,2.13,1
6,f98ab7e4629d5387800acdeeea9ac911,67299179987d99335e799dc7c906d848,74.06,1
7,eb1cecb02b706778d51cef93624b0d93,9be4e2d0cc5819c935839a136d4460ba,5.17,1
2,3502971312544c6f5598f9c24ed806ab,8537de1cb164edb5f9bcb55cea02ec4f,0.47,1
7,5b36f88a09debe054bb57ccc63b8cc78,d7709928b79b5eb32980aac21140d3cf,23.0,1
5,975c03e311fb7a74ee74df2dcc18e44b,c15e9fb593a6c526f39449653d29102d,1.73,1
2,b96b78d56563d4eaa5357f1f2e6d1025,2bea242b1dbd86fa3279d9ad6d585380,56.19,1
2,ba93eaa8b6b384d961466e974e6fa87d,e6ca5d8cd5db4f31b4d1e4e60f9d70c5,0.13,1
2,863a10d82775cb6a9101928e55097da8,f40f45f2e139a06d30e85150722e4299,0.075,2
2,f3bbf4f6c306a2d229a6e79f9550281c,4f9388ecd00530861cee294abf12b522,13.035,2
6,d544017d23f3b36af97c4ec0dab8d308,2d7f0fb7137705690a5f8e620e52de16,0.9,1
4,f2d17c8736ad1247b486d23787807c75,0e98aa392eda2c64e75a5849ed79ff47,13.7,1
4,17aa161cb7662e1c7a70e2941355bbef,9cb6fa91adfdd5f1811c783aee53fcbb,0.0,1
3,ea9fd0ff265fc5346df8abb290eb06db,ed7bd1b1841032dc2fdf6cfd5b80bfa3,3.0,1
3,eb148160a0dd081f2f18b69b47cab53e,9fe66daae6860cfde2880becf69d8fe5,6.75,2
7,d52f653af78d9fe8510f8c6353668a78,a568c3dc8d8dd24b2774ab9229cfaff3,0.3,1
5,f4255113f42392c6e6958b17e943a8e4,70e5e2f3ef977a202b32bb887a388c66,4.05,1
4,8c353fd68344f052f36bb1a93673f613,2f7269eb67f8872a7d2fb4363d69d20a,24.85,1
2,4af8c6f7a2c5620d9a7bd154f5d00943,b7bf4f8a92f1c15d6536281fca480b8c,13.3675,4
4,325ca602f9347efea09b26a5a3e32586,f006c4856740d3e0e67c1d40a6102ec6,1.75,1
3,2dc9ba5b4e8a1d0b9b13d91e354fa064,6f404f56f9005efed0c3b8100c60c059,4.3,1
2,5194cbbe3595db9ed3e1b314bd8a127b,c79b1d62b4f8afdd1bf05250b558b7cd,0.78,1
2,d67a870decd26d2577b5a771b78925d4,9635c1be457e920ca24280301736a965,0.0,1
5,8cd8ab23e6e064d5b69fbeb5aba9751f,315ed6ffed75759386e22d0910d8abdf,14.02,1
7,3d012f71957a9a2fd0a528d30f332d71,5dd6a96e3d59416d3927bedf376892bd,18.3,1
3,d78e44f62d130a6adb17472a57dd9fc0,1fb228b15db568b34d96008b75efd7a0,2.81,1
7,600a808e9709c9d25beebe2e5daa2567,10ca2d9e088eff1f49245e0fa6a82c00,5.26,1
6,ca37e55b4a34216b6be15e3c10e1f503,fd24b03d917b9e8fde479171d5a886e7,7.71,1
4,3b9c996e0dab3bfb55ed6ac7247a76f0,6c3dd4c57450cdd2597b74e3a1d8e693,0.0,1
5,916ece741ed068257e48c9fcdb04683d,4c1d4fe678875a23cd6d0b498295ec96,1.72,1
3,4bcbc1bc98ad2a3df766aaace4abf50b,a5c99cc07bd43508b1869e3f43079d63,19.53,1
5,899373d3c71d1bbf0d8f71454d0ab4cc,dea2fbda6e115a021808160e2df483f0,1.35,1
4,3ece0f38c850834f2dabe33f4af5130b,cccfdccf16e5ef38dd2bedfe957bb3e6,14.1,1
3,dca2c73f0d7252322a650e2f452e4561,c7792b4ae12c9044bcba1cc9017ce502,16.9,1
3,11efe646a9ac23681e7acca12d76b54d,15f87fd0c1f66401186157ec1e024e2d,1.65,1
2,155b4418cfffb87f08623f6b06eac1cc,f42b16826278d7f3bd64a9e1a8f55e21,4.3,1
5,85694cc78b040d8dae1e916a7f3cfa9c,4ea6f8d94d762e935ed4baa8589c9192,1.38,1
5,b96774f5284a0949f05434ee7872f71c,d2c43df1e82b6cee098e15ce2b2ea1ff,3.05,1
5,8469a8f45753bd9b5fa9604ffc5600b5,69c2c72438ebd046b8d1346467e1189c,1.31,1
2,3ffa521ddfd175d00be1f857d8110c26,d31c646e23b60027bcc9b9f7ca8b11d2,1.28,1
7,b238e6c3615a2391fa152a127f89a4e0,5fdf417ab2a83f95a54298898041c74d,4.4,1
6,58017bf8780146254eb94d22e8778f86,121d23e84160fa6d074e7c6ba575f33c,4.86,1
4,bc7c0e40b651cb8114eb80359364f01e,b40aa5e59043ef5d4e8f0cee018b255a,0.0,1
